#;FORM;LEMMA;GRAM;COMMENT;CHECKED;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;POS;AUTO_LEMMA;AUTO_GRAM
#doc=About_everything.2.txt;;;;;;;;;;;;;;
7;он;ОН;SPRO sg 3p m nom;;;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom
8;такой;ТАКОЙ;APRO - nom sg plen m -;;;й;о;к;а;т;;A;ТАКОЙ;A - nom sg plen m -
9;был;БЫТЬ;V ipf praet sg indic m -;;;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -
10;весь;ВЕСЬ;APRO - nom sg plen m -;;;ь;с;е;в;;;A;ВЕСЬ;A - nom sg plen m -
11;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
12;ну;НУ;PART;;;у;н;;;;;PART;НУ;PART
13;яркая;ЯРКИЙ;A - nom sg plen f -;;;я;а;к;р;я;;A;ЯРКИЙ;A - nom sg plen f -
14;в;В;PR;;;в;;;;;;PR;В;PR
15;общем;ОБЩИЙ;A - loc sg plen m -;;;м;е;щ;б;о;;A;ОБЩИЙ;A - loc sg plen m -
16;такая;ТАКОЙ;A - nom sg plen f -;;;я;а;к;а;т;;A;ТАКОЙ;A - nom sg plen f -
17;личность;ЛИЧНОСТЬ;S f inan nom sg;;;ь;т;с;о;н;ч;S;ЛИЧНОСТЬ;S f inan nom sg
18;из;ИЗ;PR;;;з;и;;;;;PR;ИЗ;PR
19;бедной;БЕДНЫЙ;A - gen sg plen f -;;;й;о;н;д;е;б;A;БЕДНЫЙ;A - gen sg plen f -
20;семьи;СЕМЬЯ;S f inan gen sg;;;и;ь;м;е;с;;S;СЕМЬЯ;S f inan gen sg
21;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
22;хотел;ХОТЕТЬ;V ipf praet sg indic m -;;;л;е;т;о;х;;V;ХОТЕТЬ;V ipf praet sg indic m -
23;помочь;ПОМОЧЬ;V ipf - - inf - -;;;ь;ч;о;м;о;п;S;ПОМОЧЬ;S f inan acc sg
24;старшему;СТАРШИЙ;A - dat sg plen m -;;;у;м;е;ш;р;а;A;СТАРШИЙ;A - dat sg plen m -
25;брату;БРАТ;S m anim dat sg;;;у;т;а;р;б;;S;БРАТ;S m anim dat sg
26;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
27;еще;ЕЩЕ;ADV -;;;е;щ;е;;;;ADV;ЕЩЕ;ADV -
28;и;И;CONJ;;;и;;;;;;CONJ;И;CONJ
29;перенес;ПЕРЕНЕСТИ;V pf praet sg indic m -;;;с;е;н;е;р;е;V;ПЕРЕНЕСТИ;V pf praet sg indic m -
30;смерть;СМЕРТЬ;S f inan acc sg;;;ь;т;р;е;м;с;S;СМЕРТЬ;S f inan nom sg
31;младшей;МЛАДШИЙ;A - gen sg plen f -;;;й;е;ш;д;а;л;A;МЛАДШИЙ;A - gen sg plen f -
32;сестры;СЕСТРА;S f anim gen sg;;;ы;р;т;с;е;с;S;СЕСТРА;S f anim gen sg
33;…;…;SENT;;;;;;;;;SENT;…;SENT
#doc=aboutlife.2.txt;;;;;;;;;;;;;;
1;*;*;PUNC;;;;;;;;;PUNC;*;PUNC
2;вдох;ВДОХ;S m inan nom sg;;;х;о;д;в;;;S;ВДОХ;S m inan acc sg
3;*;*;PUNC;;;;;;;;;PUNC;*;PUNC
4;.;.;SENT;;;;;;;;;SENT;.;SENT
;;;;;;;;;;;;;;
1;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
2;Лада;ЛАДА;persn;;;а;д;а;л;;;S;ЛАДА;S f anim nom sg
3;Я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
4;когда;КОГДА;ADV -;;;а;д;г;о;к;;ADV;КОГДА;ADV -
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
8;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
9;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
10;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
11;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
12;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
13;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
14;сёдня;СЕГОДНЯ;ADV - ;distort ;;я;н;д;ё;с;;A;СЕДНИЙ;A - - sg brev f -
15;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
16;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
17;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;сегодня;СЕГОДНЯ;ADV -;;;я;н;д;о;г;е;ADV;СЕГОДНЯ;ADV -
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;всё;ВЕСЬ;APRO - nom pl plen - -;;;ё;с;в;;;;A;ВЕСЬ;A - nom pl plen - -
2;это;ЭТО;SPRO - nom sg;;;о;т;э;;;;S;ЭТО;S n - nom sg
3;услышала;УСЛЫШАТЬ;V pf praet sg indic f -;;;а;л;а;ш;ы;л;V;УСЛЫШАТЬ;V pf praet sg indic f -
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
6;думала;ДУМАТЬ;V ipf praet sg indic f -;;;а;л;а;м;у;д;V;ДУМАТЬ;V ipf praet sg indic f -
7;:;:;PUNC;;;;;;;;;PUNC;:;PUNC
8;«;«;PUNC;;;;;;;;;PUNC;«;PUNC
9;господи;ГОСПОДИ;INTJ;;;и;д;о;п;с;о;INTJ;ГОСПОДИ;INTJ
10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
11;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
12;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
13;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
14;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
15;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
16;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
17;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
18;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
19;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
20;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
21;че;ЧТО;CONJ;distort ;;е;ч;;;;;S;ЧЕ;S n inan nonflex nonflex
22;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
23;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
24;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;что;ЧТО;CONJ;;;о;т;ч;;;;S;ЧТО;S n inan acc sg
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
2;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
4;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
5;жаловалась;ЖАЛОВАТЬСЯ;V ipf praet sg indic f -;;;ь;с;а;л;а;в;V;ЖАЛОВАТЬСЯ;V ipf praet sg indic f -
6;когда-нибудь;КОГДА-НИБУДЬ;ADV -;;;ь;д;у;б;и;н;ADV;КОГДА-НИБУДЬ;ADV -
7;?;?;SENT;;;;;;;;;SENT;?;SENT
;;;;;;;;;;;;;;
1;Я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
2;никогда;НИКОГДА;ADV -;;;а;д;г;о;к;и;ADV;НИКОГДА;ADV -
3;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
4;жаловалась;ЖАЛОВАТЬСЯ;V ipf praet sg indic f -;;;ь;с;а;л;а;в;V;ЖАЛОВАТЬСЯ;V ipf praet sg indic f -
5;в;В;PR;;;в;;;;;;PR;В;PR
6;своей;СВОЙ;APRO - loc sg plen f -;;;й;е;о;в;с;;A;СВОЙ;A - loc sg plen f -
7;жизни;ЖИЗНЬ;S f inan loc sg;;;и;н;з;и;ж;;S;ЖИЗНЬ;S f inan loc sg
8;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
9;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
10;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
11;достойна;ДОСТОЙНЫЙ;A - - sg brev f -;;;а;н;й;о;т;с;A;ДОСТОЙНЫЙ;A - - sg brev f -
12;жаловаться;ЖАЛОВАТЬСЯ;V ipf - - inf - -;;;я;с;ь;т;а;в;V;ЖАЛОВАТЬСЯ;V ipf - - inf - -
13;вообще;ВООБЩЕ;ADV -;;;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -
14;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
15;»;»;SENT;;;;;;;;;SENT;»;SENT
;;;;;;;;;;;;;;
1;@;@;PUNC;;;;;;;;;PUNC;@;PUNC
2;Лада;ЛАДА;persn;;;а;д;а;л;;;S;ЛАДА;S f anim nom sg
3;Это;ЭТО;SPRO - nom sg;;;о;т;э;;;;S;ЭТО;S n - nom sg
4;просто;ПРОСТО;PART;;;о;т;с;о;р;п;PART;ПРОСТО;PART
5;настолько;НАСТОЛЬКО;ADV -;;;о;к;ь;л;о;т;ADV;НАСТОЛЬКО;ADV -
6;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
7;это;ЭТО;SPRO - nom sg;;;о;т;э;;;;S;ЭТО;S n - nom sg
8;такой;ТАКОЙ;APRO - acc sg plen m -;;;й;о;к;а;т;;A;ТАКОЙ;A - nom sg plen m -
9;стыд;СТЫД;S m inan acc sg;;;д;ы;т;с;;;S;СТЫД;S m inan nom sg
10;вообще;ВООБЩЕ;ADV -;;;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -
11;испытать;ИСПЫТАТЬ;V pf - - inf - -;;;ь;т;а;т;ы;п;V;ИСПЫТАТЬ;V pf - - inf - -
12;…;…;SENT;;;;;;;;;SENT;…;SENT
;;;;;;;;;;;;;;
1;Нда;НДА;INTJ;;;а;д;н;;;;INTJ;НДА;INTJ
2;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
3;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
4;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
5;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
6;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
7;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
8;form;FORM;NONLEX;;;;;;;;;NONLEX;FORM;NONLEX
9;=;=;PUNC;;;;;;;;;PUNC;=;PUNC
10;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
11;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
12;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
13;мн;Я;SPRO sg 1p - dat;distort ;;н;м;;;;;A;МН;A - - - plen - -
14;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
15;quot;QUOT;NONLEX;;;;;;;;;NONLEX;QUOT;NONLEX
16;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC
4;мне;Я;SPRO sg 1p - dat;;;е;н;м;;;;SPRO;Я;SPRO sg 1p - loc
5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX
7;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC
2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX
3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC
4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX
5;";";";";SENT;;;;;;;;;SENT;";";SENT
;;;;;;;;;;;;;;
1;…;…;PUNC;;;;;;;;;PUNC;…;PUNC
2;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
4;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
5;даже;ДАЖЕ;PART;;;е;ж;а;д;;;PART;ДАЖЕ;PART
6;представить;ПРЕДСТАВИТЬ;V pf - - inf - -;;;ь;т;и;в;а;т;V;ПРЕДСТАВИТЬ;V pf - - inf - -
7;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
8;могу;МОЧЬ;V ipf praes sg indic - 1p;;;у;г;о;м;;;V;МОЧЬ;V ipf praes sg indic - 1p
9;…;…;SENT;;;;;;;;;SENT;…;SENT
;;;;;;;;;;;;;;
1;Я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
2;просто;ПРОСТО;PART;;;о;т;с;о;р;п;PART;ПРОСТО;PART
3;вот;ВОТ;PART;;;т;о;в;;;;PART;ВОТ;PART
4;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
5;для;ДЛЯ;PR;;;я;л;д;;;;PR;ДЛЯ;PR
6;меня;Я;SPRO sg 1p - gen;;;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc
7;это;ЭТО;SPRO - nom sg;;;о;т;э;;;;S;ЭТО;S n - nom sg
8;абсурд;АБСУРД;S m inan nom sg;;;д;р;у;с;б;а;S;АБСУРД;S m inan nom sg
9;какой-то;КАКОЙ-ТО;A - nom sg plen m -;;;о;т;;й;о;к;A;КАКОЙ-ТО;A - nom sg plen m -
10;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
11;я;Я;SPRO sg 1p - nom;;;я;;;;;;SPRO;Я;SPRO sg 1p - nom
12;не;НЕ;PART;;;е;н;;;;;PART;НЕ;PART
13;верю;ВЕРИТЬ;V ipf praes sg indic - 1p;;;ю;р;е;в;;;V;ВЕРИТЬ;V ipf praes sg indic - 1p
14;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
15;что;ЧТО;CONJ;;;о;т;ч;;;;CONJ;ЧТО;CONJ
16;в;В;PR;;;в;;;;;;PR;В;PR
17;жизни;ЖИЗНЬ;S f inan loc sg;;;и;н;з;и;ж;;S;ЖИЗНЬ;S f inan loc sg
18;вообще;ВООБЩЕ;ADV -;;;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -
19;такое;ТАКОЙ;A - nom sg plen n -;;;е;о;к;а;т;;A;ТАКОЙ;A - nom sg plen n -
20;происходит;ПРОИСХОДИТЬ;V ipf praes sg indic - 3p;;;т;и;д;о;х;с;V;ПРОИСХОДИТЬ;V ipf praes sg indic - 3p
21;…;…;SENT;;;;;;;;;SENT;…;SENT
;;;;;;;;;;;;;;
1;Так;ТАК;ADV -;;;к;а;т;;;;ADV;ТАК;ADV -
2;тяжело;ТЯЖЕЛО;ADV -;;;о;л;е;ж;я;т;ADV;ТЯЖЕЛО;ADV -
3;,;,;PUNC;;;;;;;;;PUNC;,;PUNC
4;наверное;НАВЕРНОЕ;ADV -;;;е;о;н;р;е;в;ADV;НАВЕРНОЕ;ADV -
5;…;…;SENT;;;;;;;;;SENT;…;SENT
